email,genero,faixa_etaria,escolaridade_categoria,renda_media,profissao_categoria,onde_acompanha_conteudo,nivel_idioma,fala_outro_idioma_categoria,motivo_fluencia_espanhol_categoria,problema_aprender_categoria,investir_portal_vhe,tempo_antes_redes_sociais,fez_curso_espanhol,ouviu_falar_portal_vhe,lancamentos,leadscore_estimado_total,faixa_predita_por_regressao,possivel_comprador_regressivo
lead118@exemplo.com,Feminino,44 - 55,Fundamental completo,De 1.500 a 2.500,Administrativo,Instagram,Perdido,Não Fala Outro Idioma,Trabalho,Falta de curso presencial / professor ao vivo,Não,>6 meses,Sim,Sim,L2-25,3531.25,B,True
lead119@exemplo.com,Masculino,35 - 44,Superior incompleto,Até 1.500,Tecnologia,Facebook,Intermediário,Inglês Básico,Trabalho,Nada impede,Sim,3-6 meses,Sim,Sim,L2-25,2125.48,D,False
lead120@exemplo.com,Masculino,44 - 55,Médio incompleto,De 1.500 a 2.500,Vendas,Outros,Avançado,Outros,Trabalho,Outros,Sim,3-6 meses,Não,Sim,L2-25,2073.62,D,False
lead121@exemplo.com,Masculino,25 - 34,Médio completo,Mais de 10.000,Docência,Não acompanhava,Perdido,Inglês Básico,Viagem,Falta de prática / escuta,Não,<1 mês,Sim,Sim,L2-25,2737.95,C,False
lead122@exemplo.com,Masculino,35 - 44,Médio completo,De 5.000 a 10.000,Outros,Outros,Perdido,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Falta de prática / escuta,Sim,<1 mês,Sim,Sim,L2-25,2656.53,C,False
lead123@exemplo.com,Masculino,35 - 44,Médio completo,Mais de 10.000,Empreendedorismo,YouTube,Avançado,Inglês Básico,Trabalho,Nada impede,Não,>6 meses,Sim,Sim,L2-25,2782.25,C,False
lead124@exemplo.com,Masculino,+55,Superior incompleto,De 1.500 a 2.500,Docência,Outros,Iniciante (voltando),Não Fala Outro Idioma,Viagem,Nada impede,Sim,1-3 meses,Não,Sim,L2-25,2842.44,C,False
lead125@exemplo.com,Feminino,44 - 55,Fundamental completo,De 5.000 a 10.000,Docência,Instagram,Perdido,Outros,Viagem,Falta de prática / escuta,Não,>6 meses,Sim,Sim,L2-25,2757.54,C,False
lead126@exemplo.com,Masculino,44 - 55,Médio incompleto,Não tenho renda.,Saúde,YouTube,Avançado,Outros,Todas Alternativas Acima,Outros,Sim,3-6 meses,Não,Não,L2-25,2016.3,D,False
lead127@exemplo.com,Feminino,25 - 34,Superior completo,De 5.000 a 10.000,Administrativo,Facebook,Iniciante (voltando),Inglês Intermediário ou Avançado,Trabalho,Nada impede,Sim,>6 meses,Não,Sim,L2-25,3340.18,C,False
lead128@exemplo.com,Masculino,25 - 34,Superior completo,De 5.000 a 10.000,Vendas,YouTube,Avançado,Inglês Básico,Pessoal,Nada impede,Não,>6 meses,Não,Sim,L2-25,2459.24,D,False
lead129@exemplo.com,Feminino,+55,Superior completo,De 5.000 a 10.000,Saúde,Outros,Iniciante (voltando),Inglês Básico,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Não,<1 mês,Não,Não,L2-25,2896.77,C,False
lead130@exemplo.com,Masculino,35 - 44,Superior completo,De 1.500 a 2.500,CLT,Não acompanhava,Avançado,Inglês Intermediário ou Avançado,Trabalho,Falta de curso presencial / professor ao vivo,Não,1-3 meses,Sim,Sim,L2-25,2466.9,D,False
lead131@exemplo.com,Masculino,+55,Fundamental completo,De 1.500 a 2.500,Outros,Outros,Iniciante (voltando),Não Fala Outro Idioma,Todas Alternativas Acima,Falta de prática / escuta,Não,1-3 meses,Sim,Sim,L2-25,2815.91,C,False
lead132@exemplo.com,Feminino,+55,Fundamental completo,De 5.000 a 10.000,Saúde,Facebook,Avançado,Inglês Básico,Intercâmbio,Outros,Não,<1 mês,Não,Não,L2-25,2653.11,C,False
lead133@exemplo.com,Masculino,35 - 44,Médio completo,Mais de 10.000,Outros,Outros,Avançado,Inglês Básico,Trabalho,Nada impede,Sim,1-3 meses,Sim,Sim,L2-25,2773.98,C,False
lead134@exemplo.com,Masculino,25 - 34,Superior completo,Mais de 10.000,Vendas,Não acompanhava,Iniciante (voltando),Inglês Intermediário ou Avançado,Pessoal,Falta de curso presencial / professor ao vivo,Sim,>6 meses,Sim,Não,L2-25,3026.84,C,False
lead135@exemplo.com,Masculino,25 - 34,Médio completo,Não tenho renda.,Docência,Outros,Iniciante (voltando),Outros,Trabalho,Falta de curso presencial / professor ao vivo,Sim,>6 meses,Sim,Não,L2-25,2126.43,D,False
lead136@exemplo.com,Feminino,18 - 24,Fundamental completo,De 5.000 a 10.000,CLT,Facebook,Avançado,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Falta de disciplina / foco,Não,1-3 meses,Sim,Não,L2-25,2886.37,C,False
lead137@exemplo.com,Masculino,18 - 24,Superior completo,Até 1.500,Docência,Facebook,Perdido,Não Fala Outro Idioma,Viagem,Falta de curso presencial / professor ao vivo,Não,>6 meses,Não,Sim,L2-25,2749.27,C,False
lead138@exemplo.com,Masculino,25 - 34,Fundamental completo,Mais de 10.000,Administrativo,Facebook,Avançado,Inglês Intermediário ou Avançado,Intercâmbio,Nada impede,Sim,3-6 meses,Sim,Sim,L2-25,3089.55,C,False
lead139@exemplo.com,Feminino,25 - 34,Médio completo,Até 1.500,CLT,Não acompanhava,Avançado,Inglês Básico,Pessoal,Falta de prática / escuta,Sim,1-3 meses,Sim,Não,L2-25,2462.5,D,False
lead140@exemplo.com,Masculino,25 - 34,Superior incompleto,Mais de 10.000,Saúde,YouTube,Iniciante (voltando),Inglês Básico,Viagem,Outros,Não,<1 mês,Não,Sim,L2-25,2834.7,C,False
lead141@exemplo.com,Masculino,25 - 34,Médio completo,De 5.000 a 10.000,Administrativo,Outros,Intermediário,Não Fala Outro Idioma,Trabalho,Outros,Sim,3-6 meses,Não,Não,L2-25,3361.52,C,False
lead142@exemplo.com,Feminino,44 - 55,Superior incompleto,Até 1.500,CLT,Facebook,Iniciante (voltando),Não Fala Outro Idioma,Intercâmbio,Outros,Não,1-3 meses,Sim,Sim,L2-25,3415.67,B,True
lead143@exemplo.com,Feminino,+55,Médio completo,De 5.000 a 10.000,Docência,Outros,Avançado,Outros,Intercâmbio,Nada impede,Não,3-6 meses,Sim,Sim,L2-25,2701.56,C,False
lead144@exemplo.com,Masculino,35 - 44,Médio completo,De 5.000 a 10.000,Saúde,YouTube,Avançado,Inglês Intermediário ou Avançado,Pessoal,Nada impede,Sim,>6 meses,Sim,Não,L2-25,2673.08,C,False
lead145@exemplo.com,Masculino,35 - 44,Superior incompleto,Não tenho renda.,Saúde,Instagram,Intermediário,Não Fala Outro Idioma,Viagem,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Não,Não,L2-25,2902.15,C,False
lead146@exemplo.com,Feminino,18 - 24,Superior completo,Até 1.500,Tecnologia,Facebook,Intermediário,Inglês Intermediário ou Avançado,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,1-3 meses,Não,Sim,L2-25,2831.13,C,False
lead147@exemplo.com,Masculino,44 - 55,Pós-graduação completa,Não tenho renda.,Docência,YouTube,Avançado,Inglês Básico,Viagem,Nada impede,Não,3-6 meses,Sim,Sim,L2-25,2426.79,D,False
lead148@exemplo.com,Masculino,35 - 44,Médio completo,Até 1.500,Saúde,Não acompanhava,Intermediário,Inglês Intermediário ou Avançado,Intercâmbio,Falta de curso presencial / professor ao vivo,Sim,1-3 meses,Sim,Sim,L2-25,2378.24,D,False
lead149@exemplo.com,Feminino,25 - 34,Superior incompleto,Até 1.500,Empreendedorismo,Outros,Avançado,Inglês Básico,Trabalho,Falta de curso presencial / professor ao vivo,Não,>6 meses,Sim,Sim,L2-25,2309.03,D,False
lead150@exemplo.com,Feminino,44 - 55,Pós-graduação completa,Mais de 10.000,Saúde,Não acompanhava,Avançado,Não Fala Outro Idioma,Pessoal,Nada impede,Sim,3-6 meses,Sim,Não,L2-25,4022.83,B,True
lead151@exemplo.com,Masculino,44 - 55,Fundamental completo,Até 1.500,Vendas,Outros,Iniciante (voltando),Inglês Básico,Trabalho,Falta de prática / escuta,Não,1-3 meses,Não,Não,L2-25,1809.12,D,False
lead152@exemplo.com,Masculino,44 - 55,Superior completo,De 1.500 a 2.500,Outros,Instagram,Iniciante (voltando),Não Fala Outro Idioma,Intercâmbio,Falta de prática / escuta,Sim,<1 mês,Sim,Sim,L2-25,2977.17,C,False
lead153@exemplo.com,Masculino,35 - 44,Fundamental completo,Mais de 10.000,Administrativo,Facebook,Intermediário,Outros,Pessoal,Falta de curso presencial / professor ao vivo,Sim,>6 meses,Não,Não,L2-25,2878.21,C,False
lead154@exemplo.com,Masculino,44 - 55,Superior completo,Mais de 10.000,Administrativo,Não acompanhava,Avançado,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Sim,1-3 meses,Não,Não,L2-25,2939.87,C,False
lead155@exemplo.com,Feminino,25 - 34,Médio completo,Não tenho renda.,Vendas,Facebook,Perdido,Não Fala Outro Idioma,Todas Alternativas Acima,Falta de disciplina / foco,Não,<1 mês,Não,Não,L2-25,3375.17,C,False
lead156@exemplo.com,Feminino,25 - 34,Fundamental completo,Não tenho renda.,CLT,YouTube,Perdido,Não Fala Outro Idioma,Trabalho,Outros,Não,3-6 meses,Não,Não,L2-25,3356.04,C,False
lead157@exemplo.com,Feminino,18 - 24,Médio completo,De 1.500 a 2.500,Outros,YouTube,Perdido,Outros,Pessoal,Falta de disciplina / foco,Sim,<1 mês,Não,Não,L2-25,2437.55,D,False
lead158@exemplo.com,Feminino,18 - 24,Superior incompleto,De 5.000 a 10.000,Docência,Instagram,Perdido,Não Fala Outro Idioma,Viagem,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Sim,Não,L2-25,3645.6,B,True
lead159@exemplo.com,Feminino,35 - 44,Superior incompleto,De 2.500 a 5.000,Administrativo,Outros,Intermediário,Não Fala Outro Idioma,Intercâmbio,Outros,Não,1-3 meses,Sim,Não,L2-25,3734.1,B,True
lead160@exemplo.com,Feminino,25 - 34,Superior incompleto,De 1.500 a 2.500,Empreendedorismo,Instagram,Avançado,Outros,Trabalho,Falta de curso presencial / professor ao vivo,Não,1-3 meses,Não,Sim,L2-25,2511.59,D,False
lead161@exemplo.com,Masculino,44 - 55,Pós-graduação completa,Até 1.500,Tecnologia,Facebook,Iniciante (voltando),Inglês Intermediário ou Avançado,Pessoal,Falta de curso presencial / professor ao vivo,Sim,3-6 meses,Não,Sim,L2-25,2640.48,D,False
lead162@exemplo.com,Masculino,44 - 55,Pós-graduação completa,Até 1.500,Tecnologia,Não acompanhava,Intermediário,Inglês Básico,Intercâmbio,Nada impede,Não,<1 mês,Sim,Não,L2-25,2356.01,D,False
lead163@exemplo.com,Feminino,18 - 24,Fundamental completo,Mais de 10.000,Tecnologia,Não acompanhava,Avançado,Inglês Intermediário ou Avançado,Pessoal,Falta de prática / escuta,Sim,3-6 meses,Sim,Não,L2-25,2793.38,C,False
lead164@exemplo.com,Masculino,35 - 44,Superior incompleto,De 1.500 a 2.500,CLT,Não acompanhava,Iniciante (voltando),Inglês Básico,Todas Alternativas Acima,Falta de disciplina / foco,Não,>6 meses,Não,Sim,L2-25,2113.54,D,False
lead165@exemplo.com,Feminino,25 - 34,Fundamental completo,Mais de 10.000,Docência,YouTube,Avançado,Inglês Básico,Trabalho,Falta de disciplina / foco,Sim,<1 mês,Não,Não,L2-25,3111.41,C,False
lead166@exemplo.com,Masculino,25 - 34,Superior completo,Até 1.500,Administrativo,Instagram,Iniciante (voltando),Inglês Básico,Trabalho,Falta de prática / escuta,Sim,>6 meses,Sim,Sim,L2-25,2202.39,D,False
lead167@exemplo.com,Feminino,44 - 55,Superior incompleto,De 2.500 a 5.000,CLT,Instagram,Iniciante (voltando),Outros,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,>6 meses,Sim,Não,L2-25,2647.69,D,False
lead168@exemplo.com,Masculino,25 - 34,Fundamental completo,De 2.500 a 5.000,Empreendedorismo,Facebook,Iniciante (voltando),Não Fala Outro Idioma,Viagem,Falta de disciplina / foco,Sim,>6 meses,Sim,Sim,L2-25,3003.31,C,False
lead169@exemplo.com,Feminino,18 - 24,Superior incompleto,De 1.500 a 2.500,Vendas,Outros,Iniciante (voltando),Inglês Intermediário ou Avançado,Intercâmbio,Nada impede,Sim,>6 meses,Não,Não,L2-25,2666.84,C,False
lead170@exemplo.com,Masculino,25 - 34,Superior completo,Mais de 10.000,Docência,Facebook,Perdido,Não Fala Outro Idioma,Trabalho,Nada impede,Não,>6 meses,Sim,Não,L2-25,3703.59,B,True
lead171@exemplo.com,Feminino,18 - 24,Médio incompleto,Não tenho renda.,Vendas,Outros,Avançado,Não Fala Outro Idioma,Todas Alternativas Acima,Falta de prática / escuta,Não,>6 meses,Não,Não,L2-25,3062.35,C,False
lead172@exemplo.com,Masculino,25 - 34,Pós-graduação completa,De 1.500 a 2.500,Empreendedorismo,Outros,Intermediário,Outros,Intercâmbio,Falta de curso presencial / professor ao vivo,Sim,>6 meses,Sim,Não,L2-25,2524.17,D,False
lead173@exemplo.com,Masculino,+55,Médio completo,Mais de 10.000,Outros,YouTube,Avançado,Inglês Básico,Pessoal,Falta de disciplina / foco,Não,>6 meses,Não,Não,L2-25,2713.36,C,False
lead174@exemplo.com,Feminino,44 - 55,Médio incompleto,De 2.500 a 5.000,Docência,Não acompanhava,Perdido,Inglês Intermediário ou Avançado,Intercâmbio,Falta de disciplina / foco,Não,3-6 meses,Não,Sim,L2-25,2709.57,C,False
lead175@exemplo.com,Feminino,+55,Superior completo,Até 1.500,Administrativo,Facebook,Perdido,Não Fala Outro Idioma,Todas Alternativas Acima,Falta de disciplina / foco,Não,>6 meses,Sim,Sim,L2-25,3517.05,B,True
lead176@exemplo.com,Feminino,25 - 34,Fundamental completo,Não tenho renda.,Empreendedorismo,Outros,Intermediário,Inglês Intermediário ou Avançado,Intercâmbio,Outros,Sim,<1 mês,Não,Sim,L2-25,2783.19,C,False
lead177@exemplo.com,Feminino,+55,Pós-graduação completa,Não tenho renda.,Empreendedorismo,Facebook,Iniciante (voltando),Não Fala Outro Idioma,Intercâmbio,Outros,Sim,3-6 meses,Não,Não,L2-25,3474.03,B,True
lead178@exemplo.com,Feminino,35 - 44,Pós-graduação completa,Mais de 10.000,Docência,Não acompanhava,Perdido,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Sim,Sim,L2-25,3797.01,B,True
lead179@exemplo.com,Feminino,25 - 34,Pós-graduação completa,De 1.500 a 2.500,Vendas,Facebook,Intermediário,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Nada impede,Sim,<1 mês,Não,Sim,L2-25,3437.54,B,True
lead180@exemplo.com,Masculino,+55,Médio completo,De 2.500 a 5.000,Docência,YouTube,Perdido,Inglês Básico,Todas Alternativas Acima,Outros,Sim,3-6 meses,Não,Sim,L2-25,2098.21,D,False
lead181@exemplo.com,Feminino,25 - 34,Pós-graduação completa,Mais de 10.000,Empreendedorismo,Instagram,Perdido,Inglês Básico,Intercâmbio,Nada impede,Não,3-6 meses,Sim,Sim,L2-25,3619.88,B,True
lead182@exemplo.com,Masculino,18 - 24,Médio incompleto,Até 1.500,Outros,YouTube,Iniciante (voltando),Inglês Básico,Intercâmbio,Nada impede,Não,<1 mês,Sim,Sim,L2-25,1945.88,D,False
lead183@exemplo.com,Feminino,18 - 24,Médio incompleto,De 1.500 a 2.500,Tecnologia,YouTube,Avançado,Inglês Intermediário ou Avançado,Intercâmbio,Falta de disciplina / foco,Não,3-6 meses,Sim,Sim,L2-25,2593.21,D,False
lead184@exemplo.com,Feminino,+55,Superior completo,De 2.500 a 5.000,Saúde,YouTube,Iniciante (voltando),Não Fala Outro Idioma,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,1-3 meses,Sim,Não,L2-25,3656.74,B,True
lead185@exemplo.com,Masculino,44 - 55,Pós-graduação completa,Não tenho renda.,Empreendedorismo,Instagram,Iniciante (voltando),Não Fala Outro Idioma,Pessoal,Nada impede,Não,>6 meses,Sim,Não,L2-25,3045.53,C,False
lead186@exemplo.com,Masculino,44 - 55,Fundamental completo,De 2.500 a 5.000,Empreendedorismo,Outros,Iniciante (voltando),Não Fala Outro Idioma,Todas Alternativas Acima,Nada impede,Não,>6 meses,Não,Sim,L2-25,2987.6,C,False
lead187@exemplo.com,Masculino,44 - 55,Fundamental completo,Não tenho renda.,CLT,Outros,Intermediário,Inglês Básico,Trabalho,Falta de prática / escuta,Não,<1 mês,Sim,Não,L2-25,2118.96,D,False
lead188@exemplo.com,Feminino,35 - 44,Pós-graduação completa,Até 1.500,Vendas,Não acompanhava,Avançado,Inglês Básico,Trabalho,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Não,Não,L2-25,2937.97,C,False
lead189@exemplo.com,Masculino,35 - 44,Superior incompleto,De 1.500 a 2.500,Outros,Instagram,Avançado,Inglês Intermediário ou Avançado,Intercâmbio,Outros,Sim,>6 meses,Não,Sim,L2-25,2430.55,D,False
lead190@exemplo.com,Feminino,25 - 34,Médio incompleto,Até 1.500,Outros,Outros,Perdido,Não Fala Outro Idioma,Trabalho,Outros,Não,1-3 meses,Sim,Sim,L2-25,3189.4,C,False
lead191@exemplo.com,Masculino,+55,Médio incompleto,Mais de 10.000,Outros,Outros,Intermediário,Inglês Básico,Trabalho,Falta de prática / escuta,Não,<1 mês,Não,Não,L2-25,2729.95,C,False
lead192@exemplo.com,Masculino,25 - 34,Fundamental completo,Não tenho renda.,CLT,Não acompanhava,Intermediário,Inglês Intermediário ou Avançado,Intercâmbio,Falta de curso presencial / professor ao vivo,Sim,3-6 meses,Não,Sim,L2-25,2371.48,D,False
lead193@exemplo.com,Feminino,44 - 55,Pós-graduação completa,De 5.000 a 10.000,Administrativo,Outros,Avançado,Inglês Básico,Todas Alternativas Acima,Falta de disciplina / foco,Não,>6 meses,Não,Não,L2-25,3295.29,C,False
lead194@exemplo.com,Masculino,44 - 55,Médio completo,Até 1.500,Tecnologia,YouTube,Intermediário,Outros,Pessoal,Falta de prática / escuta,Não,1-3 meses,Não,Sim,L2-25,2123.93,D,False
lead195@exemplo.com,Masculino,25 - 34,Fundamental completo,De 5.000 a 10.000,Tecnologia,Não acompanhava,Avançado,Inglês Intermediário ou Avançado,Pessoal,Falta de prática / escuta,Sim,<1 mês,Sim,Não,L2-25,2572.13,D,False
lead196@exemplo.com,Masculino,+55,Médio incompleto,Até 1.500,Empreendedorismo,Outros,Perdido,Inglês Básico,Todas Alternativas Acima,Nada impede,Não,<1 mês,Não,Não,L2-25,1759.1,D,False
lead197@exemplo.com,Feminino,+55,Fundamental completo,Até 1.500,Docência,Instagram,Intermediário,Inglês Intermediário ou Avançado,Pessoal,Falta de disciplina / foco,Não,3-6 meses,Não,Sim,L2-25,2815.93,C,False
lead198@exemplo.com,Feminino,44 - 55,Pós-graduação completa,De 2.500 a 5.000,Saúde,Não acompanhava,Intermediário,Não Fala Outro Idioma,Intercâmbio,Outros,Não,1-3 meses,Não,Sim,L2-25,3739.64,B,True
lead199@exemplo.com,Masculino,25 - 34,Superior incompleto,De 2.500 a 5.000,Administrativo,Facebook,Perdido,Outros,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,<1 mês,Sim,Não,L2-25,2368.1,D,False
lead200@exemplo.com,Feminino,25 - 34,Superior incompleto,De 2.500 a 5.000,Vendas,Instagram,Perdido,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Nada impede,Não,1-3 meses,Não,Não,L2-25,2922.92,C,False
lead201@exemplo.com,Masculino,+55,Médio completo,De 1.500 a 2.500,Empreendedorismo,YouTube,Iniciante (voltando),Inglês Intermediário ou Avançado,Viagem,Falta de curso presencial / professor ao vivo,Não,>6 meses,Sim,Não,L2-25,2442.67,D,False
lead202@exemplo.com,Feminino,35 - 44,Superior incompleto,Não tenho renda.,Tecnologia,Instagram,Intermediário,Inglês Intermediário ou Avançado,Trabalho,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Sim,Não,L2-25,2749.15,C,False
lead203@exemplo.com,Feminino,+55,Superior incompleto,Até 1.500,Saúde,Instagram,Perdido,Não Fala Outro Idioma,Todas Alternativas Acima,Falta de prática / escuta,Não,1-3 meses,Não,Não,L2-25,3347.28,C,False
lead204@exemplo.com,Feminino,44 - 55,Pós-graduação completa,De 5.000 a 10.000,Docência,Facebook,Iniciante (voltando),Inglês Básico,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,1-3 meses,Sim,Não,L2-25,3257.48,C,False
lead205@exemplo.com,Feminino,25 - 34,Superior completo,De 1.500 a 2.500,Vendas,YouTube,Intermediário,Inglês Intermediário ou Avançado,Pessoal,Falta de prática / escuta,Não,>6 meses,Sim,Sim,L2-25,3106.43,C,False
lead206@exemplo.com,Feminino,18 - 24,Pós-graduação completa,Até 1.500,Vendas,Instagram,Avançado,Outros,Pessoal,Nada impede,Sim,<1 mês,Sim,Sim,L2-25,2824.87,C,False
lead207@exemplo.com,Feminino,25 - 34,Superior completo,De 2.500 a 5.000,Docência,YouTube,Perdido,Inglês Básico,Intercâmbio,Falta de curso presencial / professor ao vivo,Sim,1-3 meses,Não,Não,L2-25,2818.47,C,False
lead208@exemplo.com,Masculino,18 - 24,Médio incompleto,Não tenho renda.,Saúde,Não acompanhava,Intermediário,Inglês Intermediário ou Avançado,Viagem,Falta de disciplina / foco,Não,>6 meses,Não,Não,L2-25,1889.22,D,False
lead209@exemplo.com,Masculino,+55,Médio incompleto,Até 1.500,Saúde,Outros,Iniciante (voltando),Inglês Básico,Todas Alternativas Acima,Falta de disciplina / foco,Sim,3-6 meses,Sim,Não,L2-25,1799.82,D,False
lead210@exemplo.com,Feminino,+55,Médio incompleto,De 2.500 a 5.000,Docência,YouTube,Avançado,Inglês Intermediário ou Avançado,Pessoal,Falta de curso presencial / professor ao vivo,Não,1-3 meses,Não,Sim,L2-25,2799.3,C,False
lead211@exemplo.com,Feminino,+55,Superior completo,De 1.500 a 2.500,Saúde,Facebook,Perdido,Não Fala Outro Idioma,Trabalho,Falta de prática / escuta,Sim,<1 mês,Sim,Não,L2-25,3564.91,B,True
lead212@exemplo.com,Masculino,44 - 55,Pós-graduação completa,De 5.000 a 10.000,Docência,Não acompanhava,Intermediário,Inglês Básico,Intercâmbio,Falta de disciplina / foco,Sim,1-3 meses,Sim,Não,L2-25,2664.63,C,False
lead213@exemplo.com,Feminino,25 - 34,Fundamental completo,Mais de 10.000,Administrativo,Não acompanhava,Avançado,Não Fala Outro Idioma,Trabalho,Falta de disciplina / foco,Sim,<1 mês,Sim,Sim,L2-25,3918.21,B,True
lead214@exemplo.com,Feminino,44 - 55,Médio incompleto,Não tenho renda.,CLT,YouTube,Avançado,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Nada impede,Não,1-3 meses,Sim,Não,L2-25,2628.79,D,False
